VR1,VR2,VR3,VR4,VR5,VR6
2.318502645764750181e+00,2.965241554225602094e+00,5.096016032214216729e+00,4.291905190962703287e+00,3.365547322199401670e+00,4.350783243271479250e+00
2.249092287404214741e+00,3.097288502523477760e+00,5.052522821905593098e+00,4.206354550474283194e+00,3.248411883351076224e+00,4.297727900101360632e+00
2.371683336882864257e+00,3.110337982360783737e+00,4.997193200730857932e+00,4.078149065454497624e+00,3.201637205673199649e+00,4.521273478734236129e+00
2.278741870049231899e+00,3.050357038072477600e+00,5.400762472498357170e+00,4.069397874676313087e+00,3.267817228014505471e+00,4.448713804486664536e+00
2.386138013081200882e+00,3.195573667294279385e+00,5.058752472094281138e+00,4.180414495587536194e+00,3.097944314429435853e+00,4.072750983655129886e+00
2.208414808826046460e+00,2.997641710048418950e+00,4.993498408304838598e+00,4.113088098592477593e+00,3.385654981618775761e+00,4.074354025416096370e+00
2.162551620742696468e+00,2.950204367687291551e+00,5.062345540404650457e+00,4.288339795213561345e+00,3.583235317606972892e+00,4.258188225344802902e+00
2.104780960198754158e+00,3.066724842564239939e+00,4.886278616507138572e+00,4.042116356740180549e+00,3.595969759282768852e+00,4.292672485001173932e+00
2.240797561077565891e+00,2.791739601652334368e+00,5.166651377567702319e+00,4.097053709452868731e+00,3.407989478619824819e+00,4.363606933379565511e+00
2.333369044396154557e+00,3.366977697738535724e+00,4.798495296576512636e+00,3.931430293658307651e+00,3.397666662941264182e+00,4.419272067665764858e+00
2.339097516572347768e+00,2.892852261252578216e+00,5.093596300097394725e+00,4.079087496462621587e+00,3.328661331151317349e+00,4.197418319481601934e+00
2.449161511116022538e+00,3.287005729286633038e+00,4.829060148182019674e+00,3.993811129127311954e+00,3.325239329740414806e+00,4.253238330610973783e+00
2.243961453331896116e+00,3.110890412286115847e+00,5.211865300038420301e+00,4.258412131758815278e+00,3.017732729324634988e+00,4.225891996490619640e+00
2.300339763881744659e+00,3.072454661233823270e+00,5.130542594214404062e+00,3.985705189782342561e+00,2.850413777829903239e+00,4.244208831976902907e+00
2.082184658952730860e+00,3.078366250833598272e+00,5.059492612680543289e+00,4.149606517930628513e+00,2.894370404006908259e+00,4.116062807106805721e+00
2.203264925643416916e+00,3.096535679784302442e+00,4.931979941568126691e+00,3.913777061133174584e+00,3.099634155931740853e+00,4.093109124810546895e+00
2.238808028332642142e+00,3.108917421518073265e+00,5.158268549221072696e+00,3.892491510485538431e+00,3.040069029537669554e+00,4.221706524329207788e+00
2.269676848136229275e+00,3.133666497670789752e+00,4.926703229174325571e+00,4.093119560251225586e+00,3.261115930463606816e+00,4.064975688354234507e+00
2.372221489731470179e+00,2.882109942478237929e+00,4.748859305092826943e+00,4.026226685182017206e+00,3.288446235298836395e+00,4.114810340662820920e+00
2.441274692632457999e+00,3.099437012372241895e+00,4.994576109349496917e+00,4.098977661713985476e+00,3.351360685847136978e+00,4.182960297690327955e+00
2.368395026003122794e+00,2.920319458666724266e+00,4.974032877576688882e+00,3.880917569621039398e+00,3.452495403876964630e+00,4.037160900412032127e+00
2.493895992966605135e+00,3.086911169394058962e+00,4.903122604698885389e+00,3.913181699593775598e+00,3.264743578647162803e+00,4.331081619480628753e+00
2.624693558953948624e+00,3.062062681801976272e+00,5.116171342225419139e+00,4.250350793872862631e+00,3.127105097662420174e+00,4.449789056881413352e+00
2.418472871121620571e+00,2.879777576745345957e+00,4.839458353310863714e+00,4.139120303356504493e+00,3.049253143474644823e+00,4.449557286409372203e+00
2.388607766508233698e+00,2.933916146057471863e+00,5.029475295485558384e+00,3.934733793867774665e+00,3.067456795654963209e+00,4.366203826902506968e+00
2.482362542267809058e+00,3.059778454287963800e+00,4.924307161066006522e+00,4.106582522603424046e+00,3.434008930978653229e+00,4.457388828286593885e+00
2.486039141863074509e+00,2.790750875860700031e+00,5.075311383840742430e+00,3.918558302987161568e+00,3.038775108004483805e+00,4.385676403063594186e+00
2.536149900546097680e+00,3.167461088218175291e+00,4.840482498204780271e+00,4.044153050332208288e+00,3.102797712089207405e+00,4.196175304280188811e+00
2.297672329885249276e+00,2.998097086165938396e+00,5.350321659101650695e+00,4.125075335809124333e+00,3.073997483967230604e+00,4.210386000994279065e+00
2.326754953683626947e+00,2.912594984478509730e+00,5.116804950423239795e+00,3.911554875953940247e+00,3.240239893240634217e+00,4.289427288657379655e+00
2.413939651346218351e+00,2.987911323347791637e+00,5.163228610399961838e+00,4.183838476799142114e+00,3.245310266897540874e+00,4.183126920659694825e+00
2.603530293540339269e+00,3.012340082097838323e+00,4.981340365764903133e+00,3.985697483676593489e+00,3.165645280443633691e+00,4.137196637762315277e+00
2.632987518411727290e+00,2.849390467557320061e+00,5.048751996384138074e+00,3.797217990001624965e+00,3.182458319478734587e+00,4.218416906421177615e+00
2.440285273834072122e+00,3.319621878083457656e+00,4.849336234582024119e+00,4.187981128472767267e+00,3.029286026474182325e+00,4.110840526742670420e+00
2.260193120806662570e+00,2.730343240830986229e+00,5.017183534278744084e+00,3.938453277176714451e+00,3.245151059815706063e+00,4.055222580427037649e+00
2.613156288045212605e+00,3.218046230428798449e+00,4.932456208326023273e+00,3.968422897552648099e+00,3.138460313486156839e+00,4.163629483931561737e+00
2.456099649981431376e+00,3.087181035896436221e+00,4.822167239464111077e+00,4.073410046871136281e+00,3.293179188484245401e+00,4.303336797245158607e+00
2.317812346347362329e+00,3.090758249472040031e+00,5.117737322729505323e+00,4.109158906702542247e+00,3.157674324297345070e+00,4.286056817306128863e+00
2.562551159330769046e+00,2.922421660902924323e+00,5.320870241405931012e+00,3.977824819524632627e+00,3.275191062831830813e+00,4.016002072830449521e+00
2.613377408036387184e+00,3.017131615298068503e+00,4.870117077907276659e+00,4.223685340219359041e+00,3.102554459533476638e+00,3.941370891965034318e+00
2.705910756119572547e+00,3.098692718519655553e+00,5.115608671961203946e+00,4.327243655040912351e+00,3.095939833877653147e+00,4.299744767217111630e+00
2.480959400315035257e+00,2.852967384283653374e+00,5.040837882575813111e+00,4.091411527713463947e+00,3.141595412662105513e+00,4.354097241209704094e+00
2.647250699049979783e+00,3.071907121645002903e+00,4.774817446209800309e+00,3.897243426558977930e+00,3.123729606196933073e+00,4.277319547104609043e+00
2.216404933786944476e+00,3.211481872607545807e+00,5.017338360860662760e+00,4.025418335825118987e+00,3.205515843899525485e+00,4.106380673574149931e+00
2.145468010331433639e+00,2.771727521755864565e+00,5.300647847091277676e+00,3.907147578211602745e+00,3.094575723754911412e+00,4.074467727301701814e+00
2.305306842775827647e+00,3.212075625136513235e+00,4.925066071790621614e+00,3.838017266208727740e+00,3.197254832801279978e+00,4.264802718142741256e+00
2.159742749755561242e+00,3.074691202279721480e+00,5.070331010270597183e+00,4.039645164613911987e+00,3.342428255059390896e+00,4.435498867418258051e+00
2.363475031131953674e+00,3.098264970091145099e+00,4.749345073368946402e+00,4.294496532201691252e+00,3.321451891872376994e+00,4.223828680899120336e+00
2.287991131057716565e+00,2.779947557333048103e+00,5.138840058595460114e+00,3.990583588762142142e+00,3.328258041197866834e+00,4.353906994123390106e+00
2.307180749556713817e+00,3.064615279466808229e+00,4.855319292639411088e+00,4.037995490176278679e+00,3.275766884669460755e+00,4.378915188098643441e+00
