VR,SS,ANX,INT
4.203958941953911399e+00,1.526307416938444295e+00,2.267672161060926950e+00,4.251441137087738298e+00
3.029957201275488732e+00,2.440000574513681464e+00,2.930186723871872623e+00,3.666481045259515792e+00
3.373797017973561907e+00,2.102917150128546631e+00,3.188429183193790095e+00,3.755386180294144172e+00
4.993473524676989683e+00,1.324415733016357066e+00,1.853253548282947083e+00,3.792901158938377204e+00
4.133667273376430806e+00,2.784397621574087101e+00,3.623342902806244048e+00,3.502689604185978745e+00
4.083801751373170141e+00,2.609434240621482992e+00,2.518661673075849539e+00,3.918726871240005405e+00
3.122102433911863262e+00,1.571761421111998125e+00,2.345531707516030462e+00,3.718324860626445183e+00
4.767850310918370305e+00,1.915538720943836370e+00,1.543523542439608764e+00,4.126980189532524435e+00
1.939615097103631447e+00,1.188345648124704113e+00,1.918675246624379938e+00,4.149246842758009812e+00
3.571203905066066664e+00,1.032112242231358001e+00,2.782670731688627441e+00,3.501221351452783015e+00
2.723905026657774009e+00,1.327793715071471592e+00,1.841333965697951935e+00,3.729028665809017706e+00
5.000000000000000000e+00,1.851364718413287314e+00,1.909920627286765926e+00,3.544976064491012657e+00
3.252945907029117123e+00,1.998175600604371605e+00,2.391650595955773451e+00,3.603176986177873964e+00
2.663318927836272998e+00,1.943940551420020757e+00,2.680257553840271534e+00,4.025827563030740741e+00
3.041776326648289341e+00,2.330304851691695767e+00,2.774183132439731914e+00,3.637362231766196885e+00
2.801586087132420744e+00,2.028790862265572148e+00,3.063284473874295255e+00,3.714290598344549554e+00
3.118073888463668286e+00,1.616840408807686869e+00,2.712793826770061756e+00,3.791335574786405704e+00
5.000000000000000000e+00,2.510541457617073036e+00,4.080537320721214556e+00,3.708956948983702873e+00
2.735159026828831053e+00,1.455085388652702871e+00,2.560107833916969611e+00,3.475108114570328866e+00
2.788620583804209740e+00,1.482943448825264854e+00,3.033340932376885846e+00,3.430660092149675933e+00
3.014826101717643425e+00,1.552479556862529364e+00,2.583241232974985202e+00,4.026248283899832359e+00
2.089368569078782656e+00,1.598500013605558268e+00,2.026771478160042328e+00,4.264824122832079567e+00
5.349810652812405642e-01,1.049811923260616009e+00,1.005098423026911991e+00,4.148450905413436196e+00
3.606786434161713295e+00,2.015069221146405631e+00,1.985141314082149222e+00,4.206909489557411064e+00
3.331050450573450394e+00,1.188345226995781045e+00,1.240812583902317856e+00,3.247945103356308927e+00
3.331135784798117339e+00,2.006149713652890743e+00,1.862224302586825919e+00,3.807842268441570255e+00
2.965406923695883545e+00,2.084775329346898243e+00,1.854886663303342953e+00,3.874359361436236604e+00
2.871373975393757938e+00,1.303028356716055436e+00,1.934517518077837339e+00,3.892897669154621543e+00
5.000000000000000000e+00,2.389152972233619110e+00,3.709220807056714975e+00,3.613739582683739737e+00
4.124708011563964050e+00,1.806660280485934633e+00,2.984355928910487066e+00,3.718211967455471445e+00
4.061799772878508463e+00,2.283578802144577313e+00,3.310738870792839350e+00,3.698057495963232189e+00
2.913981416149641568e+00,1.826801321198324279e+00,3.081998798847962018e+00,3.682478073989766010e+00
3.018049843307713420e+00,1.339301042788939577e+00,2.229566991927089958e+00,3.490463069214827296e+00
3.822585935124341638e+00,2.528893332047880360e+00,3.461487558070956982e+00,3.519064309216896724e+00
3.406643738762140661e+00,1.858409100768152911e+00,2.584387139640543118e+00,3.170156783301139924e+00
2.256591303783105573e+00,1.755461438264987795e+00,2.134688393562727438e+00,3.336518859841338447e+00
2.942488661708658082e+00,1.130816763140416237e+00,1.373000963395633711e+00,3.812997415065366713e+00
6.231546074594302986e-01,1.074536429211158772e+00,1.138361941680852363e+00,3.461984823956056445e+00
3.082982059269375519e+00,2.621485865708358176e+00,1.918368160914333709e+00,3.867035081812000730e+00
3.632504657384513003e+00,2.043124034986130155e+00,2.852965258665679293e+00,3.588485389419796334e+00
2.569459399994782345e+00,1.112168323190013464e+00,2.376417690199107202e+00,3.474861260543404828e+00
1.360426733261895782e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.202091386250771166e+00,1.713917523976993262e+00,2.104564839022485145e+00,4.409492021883555601e+00
2.714081712875670682e+00,1.389095303176717700e+00,2.126576112603514979e+00,3.811481457199942469e+00
2.690887780144529007e+00,1.442040484831826452e+00,2.333195515842734657e+00,4.170826990261539358e+00
2.920364374952752584e+00,1.452922987128692611e+00,2.245212095000296948e+00,2.844958036604488427e+00
4.268213725284358162e+00,2.253388589118764607e+00,3.584541627989486834e+00,3.715019161156631444e+00
2.304341948869620627e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.095367024960038016e+00,1.307697050601436928e+00,1.992961316213481604e+00,4.033252903768635100e+00
2.464704245825357631e+00,1.066583713879827977e+00,2.225613563399478689e+00,3.546878411392817121e+00
2.911431483725188674e+00,1.162263426946202660e+00,1.636754604127372170e+00,4.553622901531388045e+00
1.509328801515099627e+00,1.510467971566675116e+00,2.551587815731865216e+00,4.040243737288239601e+00
5.000000000000000000e+00,1.919737607290807002e+00,2.428994558838280415e+00,3.850822220726997980e+00
2.642865500602707307e+00,2.360148387871516373e+00,2.785772595230283866e+00,3.789570257061671832e+00
2.247844726972703100e+00,1.717732070562559610e+00,2.678148743894007922e+00,3.855328852704362319e+00
2.082154068484199705e+00,1.670329170430969734e+00,1.979474263099715081e+00,3.894734883284196147e+00
3.429590762134858917e+00,1.810757649987907891e+00,1.927879491438029724e+00,3.728855738469350811e+00
1.864144177504134969e+00,1.506042744252827692e+00,1.661190741867272003e+00,3.253119388164533721e+00
2.823150268793809037e+00,2.314610637102699098e+00,2.234406961216528043e+00,4.407450209580160205e+00
1.730785167180852291e+00,1.025066782915801111e+00,1.574185994209853723e+00,3.449598614229710591e+00
4.557193034500221174e+00,1.356230130868761874e+00,2.973645035107144174e+00,3.753819135995052569e+00
3.835679367373994619e+00,2.194534696979089539e+00,3.527054866520745069e+00,3.468212930849366771e+00
1.739701587933900395e+00,1.572768895324552219e+00,1.893279823499195436e+00,3.828844090820979762e+00
2.496373618918378057e+00,1.065172345606743676e+00,1.289283355752224969e+00,4.112914414189378753e+00
3.970052651307713454e+00,2.730229812900910602e+00,2.804759719855690392e+00,3.889250295988886830e+00
2.849909514956198819e+00,1.538485980249555851e+00,1.756934633757684328e+00,4.012608521320685462e+00
2.265999965961916995e+00,1.599660242421790501e+00,2.097972084074403387e+00,3.760806815913840584e+00
2.869647256461891782e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.823310216435315656e+00,2.243975189065026576e+00,3.406632086475863908e+00,3.524929783459427313e+00
2.253449713442935209e+00,1.341825988192549834e+00,2.267135143525472074e+00,4.121110964763303741e+00
3.185214387460679752e+00,1.223962482293175391e+00,2.241862994581560464e+00,3.985539690072063657e+00
1.528437778750920906e+00,1.008316177229569677e+00,2.733872084527738888e+00,3.803915016102960234e+00
4.332484523199395809e+00,1.350338487697550383e+00,1.798484591047479375e+00,3.233654720170004548e+00
2.738127176694856058e+00,2.449753345091195023e+00,2.125841530701354287e+00,3.853600170847637063e+00
2.137110089087334686e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
