VR,SS,ANX,INT
4.161751213399956129e+00,1.613210582464243092e+00,2.525854152924084772e+00,2.492177312331392613e+00
3.787685938490519710e+00,1.597708783321658554e+00,1.577587349282101092e+00,1.336418486236341074e+00
1.629901260623148662e+00,2.766512830447212412e+00,2.384774690932669472e+00,2.369218638501766172e+00
3.362400985244013096e+00,2.858776117965411423e+00,1.742429751557004192e+00,2.278401156740212041e+00
3.457129470851687536e+00,2.532794130383591025e+00,1.718946696491594039e+00,2.281837631446401282e+00
3.298243593265007156e+00,1.739302204494675763e+00,1.872446206715683292e+00,2.614154784349596028e+00
2.829651978541806834e+00,1.893976140626322024e+00,2.426855226903724017e+00,1.469504111912939281e+00
7.142494465135396098e-01,1.428717392713240164e+00,1.790927685908958233e+00,2.133947081619647523e+00
2.170914682437303345e+00,1.761747965404069305e+00,2.810119842301750381e+00,1.616077957287460620e+00
3.323007083476530177e-01,1.934657337786712006e+00,1.214737254768618602e+00,1.742813467321505883e+00
5.000000000000000000e+00,1.560589240732277894e+00,1.682356321476817795e+00,1.198253408912231643e+00
1.263200408090944471e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.011642804515070271e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.496892936558785081e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.174479157963133957e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.435307860294767313e+00,1.077103124128124811e+00,2.483775182052535335e+00,2.371843512200664694e+00
2.781065091710339665e+00,1.220752664471553839e+00,2.263389528017303309e+00,2.115658435485705535e+00
2.143617748048105565e+00,1.031703958616588812e+00,2.621317159384268347e+00,1.969762653053023005e+00
3.629359920530001116e+00,1.553249763295848629e+00,3.079368214860749298e+00,1.894855023506048397e+00
2.850126497235520251e+00,1.224985398837092676e+00,2.164449568342910357e+00,2.445909086288756917e+00
3.551391737060042963e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.718273398158992382e+00,1.484659942850827585e+00,1.334652211779193243e+00,2.371496029459104982e+00
2.330870396073735584e+00,1.167008104011697522e+00,1.833987689089971340e+00,2.481261856684239930e+00
3.864609811246813464e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.574488333306019339e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.459720195300343804e+00,1.489608513501875731e+00,1.805282578399117765e+00,2.532939454945564162e+00
2.292500531000443154e+00,1.280432030602082882e+00,1.834950089285794395e+00,2.071286814019422717e+00
1.591808445606414990e+00,1.090366426552740631e+00,2.278086569610493051e+00,2.545567269910821828e+00
3.083945017125998778e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.003480023442080427e+00,1.542623976781380302e+00,2.346397034899797340e+00,1.825455214306792140e+00
6.318245782495117702e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.199942765105856957e+00,1.898186612306953513e+00,1.626163165740884153e+00,2.547262956862392791e+00
3.217864382707693149e+00,1.471249011009131191e+00,2.004368593796100217e+00,1.945680312618010444e+00
1.115236595452274049e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.930381422094594512e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.031060311329555557e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.050327875240072206e+00,1.383689782777300481e+00,1.881757147653896789e+00,2.634183887388927836e+00
1.986589309273459003e+00,1.231345642397428497e+00,1.484143153811744664e+00,2.042993494965505974e+00
1.040849127994117218e+00,1.070838014945087791e+00,1.353136947339058649e+00,2.323212703927342915e+00
1.657359455054694619e+00,1.233675126905182218e+00,2.207635940019141430e+00,1.795122352911915797e+00
3.650312347602852725e+00,1.472304168717242900e+00,2.195351134071198196e+00,2.189720097850000879e+00
2.940097605906867084e+00,1.508973192535863372e+00,1.474674551981800086e+00,1.692626944953998569e+00
2.956100443534510180e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.818281155297706064e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.717961585511497358e+00,1.053130820532208523e+00,2.242574486683612811e+00,2.090007085371643480e+00
3.702781228416455406e+00,1.046867863022926892e+00,1.774745432204145823e+00,2.415335666437568918e+00
3.611738330751900428e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.082798877679723049e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.969463782238932037e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.184837314280585474e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.989700733807397981e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.945569838466496115e+00,1.290327016989070152e+00,2.033741039701781439e+00,2.297954031281132181e+00
2.687215351235316074e+00,1.323810273505777291e+00,2.241628096301190087e+00,1.774059091993764214e+00
3.307473358807881070e+00,1.845233998655352980e+00,1.923931266267149054e+00,1.664952599833111391e+00
3.247101157035887198e+00,1.966645425413897197e+00,2.060011889395708451e+00,2.076752581741474479e+00
4.437607234900981190e+00,1.505585303698311783e+00,2.633511011082883879e+00,1.673574985998972364e+00
3.869181667084125031e+00,1.421593046610136302e+00,2.509253733842285783e+00,2.228353680514385537e+00
3.159677657879703450e+00,1.474033123991201677e+00,2.586222971547241567e+00,2.269829971236965616e+00
