VR,SS,ANX,INT
2.402750296787449891e+00,2.005898033172658579e+00,2.342858102360821704e+00,3.285979646703641954e+00
1.520707635488927068e-01,1.191045458563012138e+00,3.432034210749706826e+00,3.570652552513225775e+00
1.985892031618597953e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.688899253509643206e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.318847797618877493e+00,1.801535840309942627e+00,2.474991795316694887e+00,2.981805608229256777e+00
3.128786413490366680e+00,2.308956845360880195e+00,2.910620936801155967e+00,3.770073489854939730e+00
3.406185759328823170e+00,1.481464163883844609e+00,3.987912245938500799e+00,2.505794885609942124e+00
4.245030810968665413e+00,1.703398184204368615e+00,3.786750745224474635e+00,2.908785583454099211e+00
3.269382553570689076e+00,1.716186900617518996e+00,3.240862382376556550e+00,3.594446308323694605e+00
4.100853354402394402e+00,1.322441569229035219e+00,4.824869729094128701e+00,3.872942507922670252e+00
3.047725278376459901e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.702308338435521762e-01,2.609032528430250242e+00,3.612293755849552035e+00,1.890307312326793276e+00
2.091844772125033280e+00,1.885256589185328346e+00,2.169265748354288981e+00,3.007661819641122669e+00
4.168224689988664355e-01,2.125143030406023925e+00,3.463636379342333704e+00,3.862561851580476269e+00
5.000000000000000000e+00,1.899971439880227875e+00,2.530255036963366955e+00,4.210685345630131415e+00
2.303035166363072594e+00,2.915580865137744837e+00,3.486010112878695555e+00,3.849507095690730463e+00
3.055784935246166789e+00,1.163660653806160461e+00,3.972211384187034788e+00,3.205073923707169481e+00
2.822957469211718529e+00,1.899885219517705393e+00,2.248040481444796512e+00,2.793462723472273534e+00
2.756833922882581334e+00,2.195182887096443380e+00,2.293829362151840634e+00,1.752450389125786989e+00
1.761934284446922572e+00,1.209406568495898560e+00,2.963503490399070905e+00,2.857416261812479430e+00
2.639352978511116721e+00,3.636179296262947780e+00,2.713063739762783921e+00,3.321199813297311731e+00
2.939156010150616893e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.356874087963995557e+00,1.664198462231978537e+00,2.112084709201950794e+00,4.049844108299999412e+00
4.016597958467208684e+00,1.585326529158492814e+00,4.268235035593196613e+00,2.445598549212319561e+00
3.452553463813937462e+00,1.461787000542129844e+00,2.709347173704502953e+00,3.686482770087099681e+00
1.982359743109753047e+00,1.967575304885981424e+00,2.504652306009200302e+00,3.449615160160449445e+00
2.148472375425547476e+00,1.899714084516684220e+00,3.131790102473236193e+00,2.943967375229771477e+00
2.927857484113078002e+00,1.733712030349957134e+00,2.681145863994238265e+00,3.412026412226247807e+00
3.444409069754050812e-01,1.098063037971716449e+00,2.227528434746939734e+00,2.997322095065322323e+00
2.352261252173072581e+00,1.907089704075332293e+00,2.240100705071538023e+00,2.750395449835473460e+00
3.504670999622021554e+00,2.502602099929532642e+00,3.101048247470582719e+00,2.585682110947382650e+00
1.637904763136406316e+00,1.348189825883191473e+00,3.035192950202284745e+00,2.762471174498904336e+00
2.074941280946877242e+00,2.590155374771600627e+00,3.506548024592691881e+00,4.381006868712275626e+00
2.001523598104774315e+00,1.237477961462893017e+00,2.586447473769151628e+00,2.635943829571093744e+00
1.226677663747046454e+00,2.274352126916824091e+00,2.423451350314594244e+00,2.352692105231607655e+00
1.898752622976728643e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00
1.247383394095834541e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.926486045547600945e+00,2.074684973182532310e+00,2.975128989238677413e+00,2.853188685829500137e+00
1.591800628255672478e+00,2.130855037332713753e+00,2.911481083528615788e+00,2.280367411779246289e+00
3.543663319195213823e+00,1.497509321172415975e+00,2.477548935268154118e+00,2.111406324824014913e+00
3.334763327608619488e+00,1.463467133336748160e+00,3.032078816758663642e+00,2.113477523883905640e+00
3.315656671978174597e+00,1.235215124446657819e+00,2.219318642390534890e+00,1.976828837278959750e+00
1.241190407198966561e+00,1.746242520496929407e+00,3.145843407396316405e+00,2.587517188675362068e+00
2.629024605833224726e+00,2.049286538242665046e+00,2.688259179733208271e+00,2.902906926265143905e+00
8.579149861586337078e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.095504871298414784e+00,2.394158234222086623e+00,3.754488369284443738e+00,3.373249463566852402e+00
1.778548621711019795e+00,2.054598072769365125e+00,3.080385341149504796e+00,3.226237640779267668e+00
2.141673898859496106e+00,1.887611212232104485e+00,1.750547681059653415e+00,2.719191753446029480e+00
2.238819662743560368e+00,1.976835203852626455e+00,3.013124727649160395e+00,2.350193068720910716e+00
2.727554576069998848e+00,2.234277783174040799e+00,2.755554506597949871e+00,2.530144667831615735e+00
2.546121695938948992e+00,1.505231275261824875e+00,3.218218647111982911e+00,2.542861546866529654e+00
3.224745075221993051e+00,1.540672214408668417e+00,2.148917858439729045e+00,1.647843716352394017e+00
1.695521937038189098e+00,2.167937728808082110e+00,2.776505218656119212e+00,2.021559940664414690e+00
4.671421520901336777e+00,1.935835989609683949e+00,3.177761467025873809e+00,3.439616229995748231e+00
4.146500766684948935e+00,1.257889620754122806e+00,2.342730353827964240e+00,2.720624523126597971e+00
2.755331309640226767e+00,1.774259006612786793e+00,3.646531294187091099e+00,2.910103895354367420e+00
3.184468101103084869e+00,1.720801778524674530e+00,2.320027884144834740e+00,2.594089219511757527e+00
2.558304555531630609e+00,2.357858190401309617e+00,2.176508785815414182e+00,3.500622042037323745e+00
1.713275812656857910e+00,1.669469598301354551e+00,3.650085459956228018e+00,3.372804437813778478e+00
2.084354042363369075e+00,2.017542041386765739e+00,2.794585519251341132e+00,3.232652130770546250e+00
1.125492762199935770e+00,1.105961277862636427e+00,2.788201069755429362e+00,3.602644552992654070e+00
3.794690146740077985e+00,1.954917531585322887e+00,3.059621326069921654e+00,2.972302536581812316e+00
2.378553489218481864e+00,1.900066788186323130e+00,3.034922878741691754e+00,2.748609099568558367e+00
2.626053692878686174e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.215290170602371322e+00,1.508205675024361536e+00,3.863598327776979868e+00,3.747093555687158961e+00
1.694393938578644399e+00,2.784040767122669902e+00,1.661880891707652186e+00,2.156005874097486341e+00
2.400433834298000058e+00,2.743551965005138982e+00,3.431399252423861679e+00,3.216368090312176964e+00
2.094037351833508698e+00,1.248903339409250801e+00,3.634946335867345280e+00,3.130596141547435707e+00
2.107476154726924733e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.137498705872737936e-01,1.530969304607177506e+00,3.503109592657219995e+00,3.077946217573679810e+00
2.088624795775545273e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.046386573249372010e+00,1.670415645791297088e+00,2.318109979536714604e+00,3.292662713962456245e+00
1.822318717066566895e+00,1.634471186705254153e+00,3.358633517114395950e+00,3.367574003846260933e+00
2.052315008903040638e+00,1.642244621219810297e+00,2.348165682524636644e+00,2.762799242360953755e+00
1.750981108707128087e+00,2.490037491667765224e+00,2.705140429023584758e+00,2.957743897509470088e+00
