VR,SS,ANX,INT
4.510938104209281541e+00,1.497435563221997112e+00,2.065792323157974231e+00,1.130086400780742073e+00
4.627258796616921188e+00,1.103015726937353058e+00,3.262793380449428682e+00,2.063990414263158435e+00
4.731390765628911588e+00,1.833639172671564621e+00,1.994883766807366010e+00,1.711602197000231529e+00
5.000000000000000000e+00,1.428705005964299390e+00,2.061690122936382430e+00,1.997577104418102323e+00
4.528354206192217291e+00,1.472466865000848113e+00,4.096543074240080351e+00,1.670798921811750493e+00
4.442725029653148638e+00,1.415142014917856406e+00,3.681795092774735600e+00,2.160136043807267647e+00
4.935718080348757475e+00,1.419046282270610915e+00,3.726399312063201741e+00,2.003252047845456296e+00
5.000000000000000000e+00,1.460824237836588546e+00,2.862598681725326610e+00,1.921060865818110974e+00
4.820804531743969612e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.852291662654136140e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.071624382457818214e+00,1.207595661162319089e+00,3.172611383133864482e+00,1.625385372690629548e+00
4.087507743583878472e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.488264884343597938e+00,1.283227672587478718e+00,2.837530799745202614e+00,1.742107054728344373e+00
4.758867343577148468e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e+00,1.503319012941963351e+00,1.902595648833186104e+00,1.773824784510821484e+00
5.000000000000000000e+00,1.601958833341181387e+00,2.423480883619825388e+00,1.440542330888924027e+00
4.938479044595720957e+00,1.639911448603742494e+00,3.909496538201623572e+00,1.804905974793777013e+00
5.000000000000000000e+00,1.160720219504394413e+00,2.963742645141755894e+00,1.548099815790648925e+00
5.000000000000000000e+00,1.630530421594033053e+00,1.673810726868276699e+00,1.727852703651698407e+00
5.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e+00,1.442354754752802393e+00,2.549142300992953469e+00,1.941507898587618630e+00
4.861203199858874946e+00,1.862278850247609974e+00,1.780276129094194859e+00,2.027777723329120985e+00
4.204294458993206085e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
