VR,SS,ANX,INT
2.908622612022495169e+00,1.649911329972882479e+00,2.374230678369600778e+00,3.780783379356079887e+00
2.922840535414689800e+00,1.651394639190832736e+00,2.441374473573759918e+00,3.678352278628586269e+00
2.942371008558010814e+00,1.679731106454313672e+00,2.357712510018670660e+00,3.750430197000526711e+00
3.086810023021273164e+00,1.607510207967084659e+00,2.308354330906175367e+00,3.809567891843236964e+00
2.915819351747271693e+00,1.662146593517807691e+00,2.380310309810623082e+00,3.681221731950413023e+00
2.851960257219054551e+00,1.682310468157994343e+00,2.314757196725591104e+00,3.840966267908380694e+00
3.027658772609435722e+00,1.678295576385052890e+00,2.295632378458037248e+00,3.803522501540974599e+00
2.984181432056649097e+00,1.750083592167629654e+00,2.169313469347858625e+00,3.807419130747181413e+00
2.931573002023888819e+00,1.782396281461297249e+00,2.239415743289790317e+00,3.836924472296725952e+00
2.849234366817952946e+00,1.758666204029075475e+00,2.322954545504511081e+00,3.731707780373853645e+00
2.910447316955794950e+00,1.726264075954105914e+00,2.284498007243248807e+00,3.767080723521694985e+00
3.043921910506111050e+00,1.811600564941213687e+00,2.259438391323912221e+00,3.786221706922956898e+00
3.145728408195233250e+00,1.716882294694078492e+00,2.306893343994880663e+00,3.744910545238580912e+00
2.883703202854768666e+00,1.672864160353922269e+00,2.191818377822563058e+00,3.842261054803268738e+00
2.781410437960470272e+00,1.736693954711039378e+00,2.316038050517499780e+00,3.762915436385496637e+00
2.882574492479960337e+00,1.602967338862602453e+00,2.299842629094475566e+00,3.835737689990860844e+00
2.869718893655956560e+00,1.750395981419100133e+00,2.329788663894277967e+00,3.664676585114583496e+00
3.052828987720996423e+00,1.709366592359428338e+00,2.382403333935922518e+00,3.697325125591752748e+00
2.873681795107138282e+00,1.635390668161927685e+00,2.323313860516786455e+00,3.792483122333735857e+00
2.772593151987858384e+00,1.615561994968647275e+00,2.323071314856117286e+00,3.783849320312568487e+00
2.917904874725162134e+00,1.708207049323789528e+00,2.269932486544538719e+00,3.728885729107922931e+00
3.083512944099265241e+00,1.721298660005068148e+00,2.285322439488569835e+00,3.838930297098303690e+00
2.884697859899232331e+00,1.742559024142424473e+00,2.256042110885421170e+00,3.808868991534818171e+00
3.010042909163033631e+00,1.767066512560595770e+00,2.323541282594593582e+00,3.732819839929088612e+00
2.890378840875664324e+00,1.688680068114600585e+00,2.329680003348127748e+00,3.801727600839535981e+00
3.015962554784138216e+00,1.781596360228093756e+00,2.223836904960286631e+00,3.827464423072298505e+00
2.958468067122808520e+00,1.755454991269174592e+00,2.298325696301997123e+00,3.782284330472272860e+00
3.031533957213240260e+00,1.718518515409207525e+00,2.299246665281221791e+00,3.799572487237966367e+00
2.856652624136128527e+00,1.757140720828235469e+00,2.422778764911678540e+00,3.744120307894409638e+00
3.025875201514886648e+00,1.616039301307852893e+00,2.385591792572026471e+00,3.750340600954363168e+00
2.948076664242176292e+00,1.600125112346617140e+00,2.341788853140038817e+00,3.747852627161802452e+00
3.027013681358713182e+00,1.647498927815306713e+00,2.327408565913207994e+00,3.710559940361012998e+00
2.925258309940830692e+00,1.688836918065863779e+00,2.261950422644929404e+00,3.741884202264252668e+00
