VR,SS,ANX,INT
7.495918686060604408e+00,2.803721044246215044e+00,4.095286207638867637e+00,3.995875026280717890e+00
7.543279626020481743e+00,2.315833203521501460e+00,2.875647321309739546e+00,2.120500153356209783e+00
9.510394930858712126e-01,1.814116407064659153e+00,1.524675918527159890e+00,1.284677467069261558e+00
4.053040107244145318e+00,1.642014333768802903e+00,2.080708779094861960e+00,2.891824785530309860e+00
7.608842541192855080e-01,1.118530892181708092e+00,1.468221390819379080e+00,2.476709525936896306e+00
3.691170678996928523e+00,1.002957435543947895e+00,2.014144602494564840e+00,1.933171361791053533e+00
3.058428292032466356e+00,8.902302673072609585e-01,1.054002469467184122e+00,2.002317731137643886e+00
1.276852726873064503e+00,1.383287529836087826e+00,1.059031340728365134e+00,2.211657718948173201e+00
4.697253630466112995e+00,1.642194321626294418e+00,1.635619837551023803e+00,2.232456023592350292e+00
9.543969708638231353e-01,2.011700170063061677e+00,1.055767436733737075e+00,3.286817508912518893e+00
-2.417631782311576494e+00,1.821080806855453593e+00,1.997438456132282436e+00,2.847742318611694134e+00
6.087439420970497395e+00,1.425414639614221102e+00,1.511247666145707491e+00,2.369919428911924086e+00
2.045177791929361888e+00,1.708954448611627042e+00,2.498850653841405922e+00,2.325856726289985854e+00
1.658608401877493144e+00,1.495589783244057003e+00,1.510619921432983626e+00,1.970758704477307832e+00
6.880246323252302787e+00,1.334462550459334818e+00,2.412950335953297998e+00,3.192007529098335183e+00
9.161419474850593048e+00,1.064318021614897969e+00,1.493017026870232300e+00,2.184163653346797851e+00
2.526511113411222809e-02,6.673355934913418608e-01,1.453241842632212233e+00,1.668648689254167206e+00
3.072194067233559256e+00,6.293466277997269431e-01,1.692824268103945595e+00,2.440207060242739256e+00
3.591026488737885103e-01,6.283095289608632283e-01,1.482174392478730285e+00,1.894554801028098590e+00
2.466118783196594499e+00,9.988606961957386954e-01,1.812075064841176086e+00,2.909629644204319909e+00
-1.454186921496122942e+00,1.058329986706611159e+00,2.241015357911580796e+00,2.534304302593000102e+00
2.897565152228414931e+00,1.219618909187126343e+00,1.379923525686184149e+00,2.010996002192069643e+00
3.879685357934549828e+00,1.119368912898599522e+00,2.502415791792671929e+00,2.033718306291194100e+00
1.074568510483760120e+00,1.481932101775453647e+00,2.481310890967794780e+00,2.138961192128021604e+00
2.360491638229622602e+00,1.082311686248110139e+00,1.432039944953377386e+00,2.033319278799114116e+00
1.709611557165569895e+00,1.698848303487686451e+00,1.293757427549100392e+00,2.425641977386509218e+00
3.301597579399505378e+00,2.069157365555160943e+00,1.972971027105051123e+00,2.143852151139958639e+00
2.388490261804458559e+00,1.374766365150674297e+00,2.721240944226237968e+00,2.529698442191303354e+00
5.180869434326913492e+00,1.360840443409275125e+00,1.577952429772190079e+00,2.276783337346603986e+00
-1.264947357823636764e+00,1.316911980240862201e+00,2.180603942471637691e+00,2.486113227952752691e+00
6.290129694438406638e+00,1.492770972025441401e+00,1.716011038446981551e+00,1.927918666141631432e+00
6.774488916679766604e+00,1.042813145586469092e+00,1.831370908351046767e+00,3.019828393917908471e+00
1.041186652712087213e+00,1.278341224288278788e+00,1.858034294700585454e+00,2.113195051777968292e+00
1.115576618056174363e+00,1.238831370972453660e+00,2.078261148142586556e+00,1.941099668029678593e+00
-1.006146357674148284e+00,1.518313019799950370e+00,2.103714234381786063e+00,1.496898783293185708e+00
6.878817207489338337e+00,1.384934780129995602e+00,2.264198981665652255e+00,2.141409564974828594e+00
-6.633383529255785227e-01,1.731036118940171509e+00,1.933209531584502372e+00,1.819203035825473602e+00
7.930709376991202930e+00,1.263277414154818201e+00,1.022541384405536879e+00,1.565207121106064303e+00
-3.020809158466424726e+00,1.387974147826282589e+00,1.991854855729076279e+00,2.506220383949179897e+00
-9.648485640884882919e-01,1.407521630248944611e+00,1.947796308314857061e+00,2.034667790902386475e+00
4.847445550766391165e+00,1.513176492017988206e+00,2.248772485936296306e+00,1.491985439979675476e+00
1.296718709211895249e+00,9.139865151695643064e-01,1.588143631097721942e+00,2.408072520115902115e+00
4.509975377117211082e+00,7.346421502533723169e-01,1.397527087349675456e+00,2.309385966513093358e+00
