VR1,VR2,VR3,VR4,VR5,VR6
1.994712891665499921e+00,1.384155732366376013e+00,3.808743283476443864e+00,3.274351164411841708e+00,2.226985409592388443e+00,4.912523817920348534e+00
1.810774811289262320e+00,3.800154407816974889e+00,3.402295902684436157e+00,2.462494954968738270e+00,1.504423862247039612e+00,3.129687389846913526e+00
2.918104194873656798e+00,1.604113787003018876e+00,4.980219814704433645e+00,4.352694983986301835e+00,3.303097059453882434e+00,3.762855502843576172e+00
2.330747206893794665e+00,2.450139505318576383e+00,5.118087005028676195e+00,3.571193619154616528e+00,3.204470963209234746e+00,3.740310273381661776e+00
2.402205696317154526e+00,1.379824258046204344e+00,5.549371883519943260e+00,3.500230312938277244e+00,4.839084137871022762e+00,5.884065568192249351e+00
2.427344723334016852e+00,2.917213240752876580e+00,4.809239763418021063e+00,3.865764104285538849e+00,4.460990480725287810e+00,5.061477465630992434e+00
2.920694549081614522e+00,3.349443219323440246e+00,5.167921203981510558e+00,4.685702676368840969e+00,4.227072945494091627e+00,4.371621206630160295e+00
3.534404717679204389e+00,3.969093294765598579e+00,4.460983851876126671e+00,3.958215267997896802e+00,4.042627367761461699e+00,4.995752744634462950e+00
2.300521435183400687e+00,3.109859970880349600e+00,3.611042965568067142e+00,4.122679468693535298e+00,2.865554797301213430e+00,3.536047924564501788e+00
1.796940981596829801e+00,3.205968451828648202e+00,5.161316152655511580e+00,4.264522111031646467e+00,1.624693103463906718e+00,3.600040261731376035e+00
2.950418327157428244e+00,3.791532288026692399e+00,4.948033735609353556e+00,4.017858784247743564e+00,2.445725625081169419e+00,4.113423946995185432e+00
3.244510908131145843e+00,2.978096689764428540e+00,4.624891463941037451e+00,2.399281200400384062e+00,3.983622029799090747e+00,6.484406626513153249e+00
2.746185990333098292e+00,1.978784375922894689e+00,3.953240362992449519e+00,3.842993145199869343e+00,2.510279641888500723e+00,2.865414177667736872e+00
2.686661818598535589e+00,3.269424119564319220e+00,5.971209612969090585e+00,3.693181976413659307e+00,2.718392804703091414e+00,4.089065439752169517e+00
2.091817122525349681e+00,3.017376091645917136e+00,5.815766524670815230e+00,4.157310360312274078e+00,3.453709879693227514e+00,4.683334789404240084e+00
2.748204639911812741e+00,3.723388823764029354e+00,6.234990871969396053e+00,3.770644248680238508e+00,2.550479706990022244e+00,4.076194394970729107e+00
2.152847084943627642e+00,2.765649562066623268e+00,5.407322531489333173e+00,4.431945183954073109e+00,3.369377128759782902e+00,5.375111690258933095e+00
3.936765322668413170e+00,3.331788305813622397e+00,4.608941827334860797e+00,3.970365421191144328e+00,1.983138284147540897e+00,3.408329144656557119e+00
2.263662625055627320e+00,3.307023056451999121e+00,4.848761102270158219e+00,4.054693653210068582e+00,4.217998577202289212e+00,5.040431301649030083e+00
2.315780354240393191e+00,3.847075371153701795e+00,4.812392289916474830e+00,3.543646924251191876e+00,4.297753757256142393e+00,4.588659621946707290e+00
2.283158021045178732e+00,3.044144654855363896e+00,5.175028813644846792e+00,3.025309305556716399e+00,2.972768944546454239e+00,3.499406886418822804e+00
2.324904867177135515e+00,2.073090077928272379e+00,5.506299561595281666e+00,3.626910035853400327e+00,4.024270348583478984e+00,5.084008655601667037e+00
1.258728458673753492e+00,3.517277719928375124e+00,4.710733622175468760e+00,2.955598147760826411e+00,3.602364801113989046e+00,4.383465435619497086e+00
2.521008961169197704e+00,3.586805801723913945e+00,4.546382272841283267e+00,3.587847824100023786e+00,3.105859142009261831e+00,5.066026502961526568e+00
2.731484093749994013e+00,2.406290298741948774e+00,5.556668724710973173e+00,3.121856422943918297e+00,3.591943057851012089e+00,3.686613996733816734e+00
