VR1,VR2,VR3,VR4,VR5,VR6
2.747736125126292173e+00,3.932258307836304922e+00,7.315093903822893040e+00,4.965300042744070552e+00,5.535542753226474488e+00,4.492799447475515073e+00
2.735805192567614341e+00,2.874444896925947734e+00,8.600888639815149617e+00,6.320441879959101783e+00,4.606614752946985192e+00,6.945877843194624646e+00
3.174760977765707537e+00,2.539313423272297587e+00,5.456243225736550073e+00,7.322877274575375850e+00,3.450750956886162957e+00,7.026783712659359082e+00
2.772184127337046000e+00,1.870361704277575088e+00,5.131110821342449668e+00,4.482561557012486375e+00,4.750142768715848618e+00,3.944591030547670574e+00
2.652083159575051585e+00,4.000240485175614147e+00,5.098451873913539600e+00,4.617441717821463953e+00,2.319603198730152638e+00,5.031956174962695094e+00
1.410052042973765740e+00,1.884342900681072797e+00,1.869509259832487835e+00,2.481603501345538199e+00,1.130562587540463237e+00,3.419360901191494051e+00
2.346098607434741634e+00,4.245560555771930034e+00,3.416666166463802501e+00,3.928132541593562621e+00,3.200941812350238447e+00,4.510776978026566297e+00
3.358490604095167864e+00,3.390838092781886637e+00,3.319459185499644693e+00,4.506868544557257827e+00,2.537559779460149656e+00,5.124458108871713158e+00
2.176286306309045404e+00,3.631787074248718827e+00,5.572920432017739678e+00,4.621085945449899590e+00,3.662476088894079496e+00,5.632834643763151128e+00
1.194965419561089037e+00,2.565400415540888268e+00,5.281261468216265520e+00,5.627347520139709403e+00,4.079962343054894802e+00,5.666594423681715398e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.843972144578984729e+00,3.833187730436249829e+00,4.720351293725432384e+00,3.898005592319370383e+00,4.322658566159453208e+00,5.126203314710810588e+00
3.218507574067028365e+00,3.298432655305021832e+00,3.558369176142107904e+00,4.302884963355928960e+00,3.026516657080030814e+00,2.849472373974306194e+00
1.740702040452341448e+00,5.521901822421597217e+00,7.834247805120055475e+00,5.970372950091521247e+00,5.498581127692029114e+00,4.749774988563568279e+00
