VR,SS,ANX,INT
4.513907361839942567e+00,1.234499361740438506e+00,2.377530832954110274e+00,2.169419088940529150e+00
2.070711696564602189e+00,1.810227614715030242e+00,2.228629208772109571e+00,2.417544774611513958e+00
2.306435134949608834e+00,1.020096025875131041e+00,2.141235729055045667e+00,3.480219909272955547e+00
4.602410133149730243e+00,1.345401694601412901e+00,2.107958620155046425e+00,2.343984895974049465e+00
2.034288609130908476e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.861497354853912878e+00,1.468913536697141531e+00,2.481173894614506548e+00,3.602617759443944578e+00
1.540954721794244087e+00,1.494391343936908534e+00,2.855641416064127025e+00,2.461928496838259761e+00
2.673214614201104844e+00,1.481176939349879040e+00,1.541061520078680580e+00,2.323197780748620822e+00
5.000000000000000000e+00,1.054829857307722163e+00,1.620855852643542150e+00,3.021733431560898797e+00
1.803247840441324135e+00,1.101906393642052340e+00,1.667955532145865893e+00,3.908897520898086952e+00
1.157391962215743586e+00,1.187960305077947032e+00,2.078985292257785389e+00,3.494040345259793234e+00
7.729093233115422734e-01,1.564236065412452747e+00,1.520981885453818183e+00,2.636608303768533279e+00
3.148953814561794129e+00,1.668710180189763470e+00,1.776259220130334215e+00,2.219063575590420001e+00
1.224301283713812971e+00,1.168666185629078758e+00,1.902928217176665271e+00,2.369627020432642617e+00
4.434639741894084608e+00,1.566617777678758427e+00,2.737498786386031391e+00,2.663518596378249281e+00
1.687957114553465088e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.103289374168261006e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.674744054862570941e+00,1.427318076710729855e+00,2.444931922260268120e+00,2.382257661512961811e+00
2.391311039858724730e+00,1.410151543100600868e+00,1.182616984531694282e+00,3.216323909112491108e+00
4.371085019819417994e+00,1.273031168843724137e+00,1.396744482926514763e+00,3.253366332468319744e+00
2.358072074010226782e+00,1.663968943573432169e+00,1.558097880845196626e+00,4.199087798263541060e+00
2.214197145436576974e+00,1.584529793867649694e+00,2.088672477809584649e+00,4.068349557390087412e+00
3.420971462746376091e+00,2.125570531649101813e+00,2.184009490926816177e+00,4.046196314564396879e+00
2.747892663190534712e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.727283790482193382e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.882770001216480082e+00,1.281569867353683501e+00,1.565114454930476962e+00,3.724940954522722780e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.310250810331708760e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.638643108850873720e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.209127141889227097e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.126007035531344513e+00,1.046433178691139165e+00,1.177050187551616167e+00,2.839904709391145587e+00
1.944315719537303533e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.021186566417585428e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.121121428702367417e+00,1.483765849176049034e+00,1.917798390470272896e+00,2.288151263799879320e+00
1.708172069647200697e+00,1.853778112699581371e+00,1.852050653945119141e+00,3.301259131438095018e+00
3.952179193580600547e+00,1.827803643825751889e+00,1.809782160729802802e+00,2.896669545895264708e+00
1.236811098522236030e+00,1.862825255855903306e+00,2.096763259618593445e+00,3.580267762930697817e+00
1.797755673272549481e+00,1.011063099856103875e+00,2.517375606128872789e+00,2.357960407334143138e+00
2.672003131515763741e+00,1.389173818210813316e+00,2.754632946747977762e+00,2.928445375356227398e+00
1.616578323882465806e+00,1.504179128577991520e+00,1.273642488938055761e+00,3.436693217876165107e+00
1.771079940943110387e+00,1.644916107657920623e+00,2.121427512193230669e+00,3.590878859770579634e+00
2.948283208599372873e+00,1.611009062912757805e+00,1.304851525071534235e+00,3.227661414220267311e+00
0.000000000000000000e+00,1.422456106254117447e+00,1.375622499994185066e+00,2.764459061979644972e+00
2.163754088040784840e+00,1.464261064624539754e+00,1.674884929083172880e+00,4.154808143162167511e+00
3.701355166784014550e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.704543178459756225e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.387910536058652333e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.565831375947948301e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.140098876363889957e-01,1.183806730138257102e+00,1.924495170899595209e+00,3.173333653227818019e+00
2.183077814258871818e+00,1.214063086684582293e+00,2.018613272082887544e+00,3.220739589871967290e+00
3.022483157129870257e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
