VR,SS,ANX,INT
3.539578454690932574e+00,2.800398121783941985e+00,4.173125144449774560e+00,3.322927190899867433e+00
4.820166961270777151e+00,2.611441892350735650e+00,4.126793062410174073e+00,3.135297750156830876e+00
4.438665914898771270e+00,2.245064422937245840e+00,3.640489248384886523e+00,2.769293258938754221e+00
4.795484082540182769e+00,2.305889720555315492e+00,3.573581644450563033e+00,2.419639944398757514e+00
3.617027297937482899e+00,2.275178694197385276e+00,4.034000813923611872e+00,3.131699248199064645e+00
4.023076401114851208e+00,2.018733146850246296e+00,3.675364794637449695e+00,2.556163713699125317e+00
3.173957006473357989e+00,2.303335250201234974e+00,4.197450565120523613e+00,2.475111216394063618e+00
1.773429080152194581e+00,1.972353899375014485e+00,4.619489574562033241e+00,2.987624730429994546e+00
2.173647910510254633e+00,1.369044172936551229e+00,2.811966896371716373e+00,2.903209972545455209e+00
2.272505449280956213e+00,1.352581683259750367e+00,3.200336338407941295e+00,2.853367906785953867e+00
3.956927894803507151e+00,1.821104273534755791e+00,2.809556046213720570e+00,2.823848640672126376e+00
4.253562661667694478e+00,1.433532580990257710e+00,3.242962161938805821e+00,3.040875640164634852e+00
3.810710986726960403e+00,1.614293574355426308e+00,3.839462212869123814e+00,3.096916726671897546e+00
2.015580626982982793e+00,2.367007225476990495e+00,3.198007614114194208e+00,3.146260247291115419e+00
4.881475018898993490e+00,2.354176752433579267e+00,3.642143138995294738e+00,3.619600461465837249e+00
2.637306940518366893e+00,2.905818402501870068e+00,3.546828872527543641e+00,3.080330195873801191e+00
2.250676108535273556e+00,1.857129697356470821e+00,4.123875367341019782e+00,2.590664010835054487e+00
1.224257016469152859e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.891456618092989039e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.994403068440849580e+00,1.591368834782752595e+00,2.450183582817099026e+00,2.768251511940048815e+00
3.156176901000563362e+00,1.705447304052225110e+00,2.742172187212338130e+00,3.475439916379593264e+00
1.301127207178623735e+00,1.311233021812729271e+00,2.984147942917072083e+00,2.923125668844845926e+00
2.385929246664023395e+00,1.919659704138450884e+00,3.514294152256481674e+00,3.010581636992074817e+00
4.259531967547534492e+00,1.605642619382425806e+00,3.392724633936993861e+00,2.236814467680616758e+00
5.000000000000000000e+00,2.808309696287702106e+00,3.576155412939881373e+00,3.274631113774246760e+00
5.000000000000000000e+00,3.931791286185824852e+00,4.452887682711945239e+00,3.246402569051753506e+00
3.728218168115183140e+00,3.247652781758464169e+00,4.060846786821993071e+00,2.405488003851328660e+00
3.992539403776887319e+00,2.639439428974352797e+00,4.001970760928976745e+00,3.298246520756987543e+00
3.542272064724483194e+00,2.412610127338432608e+00,4.210520717753114539e+00,2.714429377067091309e+00
2.073271179123838515e+00,2.790933566908362806e+00,4.059842730089645357e+00,2.696859287742889855e+00
2.326688243201262551e+00,2.119544471721767742e+00,4.000667475075351476e+00,2.700895273863453294e+00
2.091255532829717545e+00,1.003251147590383807e+00,3.334362218422017854e+00,2.822443122466959053e+00
4.151136554821324154e+00,1.704480100633752215e+00,3.133490466083037607e+00,2.934242863275136060e+00
4.144526100563061810e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.800098186399951672e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.988162995156583790e+00,1.179760840083592166e+00,3.655622168347262946e+00,2.710987131991712928e+00
3.071927870295154239e+00,2.224442956250830328e+00,3.036093733144649143e+00,3.406994128082498907e+00
3.249328750560226631e+00,1.830148911318909999e+00,3.411927066968270861e+00,2.934686963330912945e+00
3.074905457784307572e+00,1.057473257166805292e+00,4.423545803793724751e+00,2.420848258489205485e+00
4.551726102759166892e+00,1.400332506124191356e+00,3.946745528491037547e+00,2.797738341581593069e+00
3.701804552791447378e+00,2.525920078367671628e+00,4.085281398246508822e+00,2.880230857495736707e+00
3.252562633164351347e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.484503840069147707e+00,1.152046181198836283e+00,3.558396974958988324e+00,2.846749031464804958e+00
2.903828885061162879e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.066896333494209870e+00,1.304238502762332885e+00,3.311293446936065088e+00,3.320065294357309238e+00
2.256871757331965433e+00,1.301966113504446243e+00,3.072372896911566897e+00,2.716663809592841261e+00
4.961926616218547359e+00,1.354195096736429571e+00,3.858478299989329674e+00,3.227520530580084479e+00
3.454591543197386372e+00,1.775842456467156216e+00,3.114108655981556062e+00,3.012006693253233447e+00
3.413711923078452060e+00,1.669373390971767179e+00,2.754281958005280195e+00,3.660159770514554545e+00
3.241260084868185398e+00,2.565735035503269756e+00,3.416425496069857459e+00,3.308797314964548875e+00
2.660294608046496201e+00,2.139929682940055589e+00,3.859128199900454526e+00,3.172295447032042581e+00
3.099928100649465890e+00,1.583422037552590700e+00,3.518962802722366501e+00,2.908128356065363462e+00
2.534186976231236343e+00,1.487028782586946374e+00,3.852217678663733658e+00,3.023763140640422176e+00
4.315532419802163844e+00,1.578829795375228606e+00,3.529074220062568656e+00,3.333305571508495824e+00
2.808936174519001128e+00,2.464030160881953258e+00,3.185458926265946289e+00,3.191908613983009513e+00
