VR,SS,ANX,INT
9.246422056128920097e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.733528608516621716e+00,1.127702326428216661e+00,1.778669980328311029e+00,2.240830564492937160e+00
3.712837088035381150e+00,1.336832039211901302e+00,1.327049019168471622e+00,1.563166874495374614e+00
1.659434020260648790e+00,1.079020490713012315e+00,1.178413978319523325e+00,2.061239938301751007e+00
1.643774861700986190e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.472980515536276513e+00,1.848349056028346649e+00,2.703587461039979267e+00,2.645094404543105071e+00
2.641604074644288147e+00,2.037338894683013102e+00,1.446481197559011278e+00,1.712660085154262823e+00
3.122262376675991824e+00,1.830109786101175473e+00,2.195212330452416705e+00,1.095029811674225195e+00
3.481508779272355802e+00,1.880226492637192326e+00,1.844357220344822634e+00,2.421881549709700820e+00
3.618644014545061793e+00,1.994481463498422036e+00,2.204878268309443001e+00,2.311587076761683512e+00
4.175549753899872485e+00,2.194301129920188664e+00,2.501665062364516245e+00,2.734049193965871094e+00
4.909573732285059222e+00,2.388344255706477348e+00,2.784991875376267245e+00,2.549272385759958404e+00
4.028130719463406173e+00,1.703501648808381175e+00,2.158379660314685200e+00,2.324933308923226694e+00
3.311350247925275436e+00,1.198621470816236823e+00,2.102091043902752698e+00,1.710375411037941218e+00
5.000000000000000000e+00,1.703173786011368263e+00,2.470468776265097421e+00,2.103705834009331532e+00
3.563400684813856856e+00,1.192463034715831149e+00,2.264282431540282303e+00,2.785082505718494694e+00
2.045946566162220481e+00,1.019467994542755163e+00,2.420811947216912063e+00,3.125173614782562836e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.673601909422526735e+00,1.050470135494378399e+00,1.630490440426611842e+00,2.060343091516626313e+00
2.104880547271004154e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.707427756464420909e+00,1.765605872997040748e+00,2.510719553178865748e+00,2.424602909245445748e+00
4.500183047655534452e+00,1.457448935145605029e+00,2.498944258074020652e+00,2.620721093145207625e+00
1.273776271057879939e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.270505185477984966e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.079185849702528621e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.896963354206283370e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
