VR1,VR2,VR3,VR4,VR5,VR6
1.258039017699958073e+00,4.252849583188271332e+00,6.037602334134001048e+00,2.080428802703392144e+00,2.787785959381786416e+00,4.336510889324985740e+00
1.017248935167536228e+00,3.905070902567610247e+00,2.622984363988537293e+00,4.578480678268806336e+00,5.221991618008686942e+00,2.695376119068320087e+00
2.263654874473003176e+00,2.980759118780606620e+00,5.891037595281763295e+00,1.900485160086504699e+00,3.869859603262338688e+00,3.542445378195529848e+00
2.830343092095769286e+00,1.381878228337340975e+00,8.407174092033121937e+00,3.083726536412323416e+00,4.092676998699871227e+00,4.254072444869794190e+00
3.616659398036635054e+00,3.146934022059476366e+00,5.899295014765301381e+00,5.378837419892954941e+00,5.331867077569561353e+00,6.154010252236774114e+00
3.901460406968074501e+00,2.409513892824957537e+00,2.763511376795943608e+00,8.600111025571433032e-02,5.437151838448441410e+00,4.015288410029903332e+00
3.839521498545926281e+00,1.325512397850861612e+00,6.406951215710420477e+00,4.219555875930465660e+00,4.075228364642205392e+00,4.809793658524675664e+00
4.526127651332767954e+00,4.766237769812658343e+00,3.593524441471366071e+00,5.665321920008375756e+00,3.014611852111980905e+00,3.441470275227339393e+00
4.835730684133114465e+00,2.133780037747277980e+00,6.124724608568000050e+00,6.452887684202816665e+00,3.954637982065336566e+00,3.914827246407722505e+00
3.535485304994161471e+00,2.792858984827450541e+00,2.841410487754166603e+00,1.924777190785097680e+00,3.389531682391793588e+00,2.622227626805376133e+00
3.044198144176931020e+00,3.999086795454408261e+00,4.957596765111472514e+00,6.559193669609180155e+00,4.433777526662814772e+00,3.702614538651952891e+00
1.517039080298363096e+00,5.013674324435799079e+00,6.636273042305490755e+00,2.417743304695740836e+00,1.532840577342816424e+00,4.194776087786052265e+00
8.129194539701782851e-01,3.360860657532352302e+00,4.486195664381552817e+00,6.518898912096172893e+00,2.408442168186201382e+00,3.416436707508498927e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.035793254650545281e+00,5.498593363263028166e+00,3.577596864556236156e+00,6.846274186157728536e+00,1.449411966385833583e+00,2.851711566344178550e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.957795775333700750e+00,4.863446411743372444e+00,5.620057096186502399e+00,5.733644849730314519e+00,2.927128027569591229e+00,4.375419948369317247e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.777363072814551082e+00,2.584114329390620135e+00,2.982704340742213134e+00,6.575293157423779178e+00,2.398086012532702149e+00,4.921026311803124109e+00
2.107549520469978344e+00,2.480065443828064708e+00,8.188601438419155443e+00,4.369001115121378120e+00,2.874394844239199998e+00,5.812946084110769185e+00
1.772710820617313887e+00,1.166199763819619095e+00,5.608135310487672776e+00,1.274650321409817266e+00,3.300017625524662268e+00,6.991561427350900360e+00
2.492099457094868686e+00,4.265544053681342263e+00,5.433395410847619900e+00,6.391465384645769632e+00,3.982977218423385590e+00,4.835533504340197908e+00
2.124797020381713697e+00,1.713049814759616041e+00,5.163022323955719806e+00,4.077787780032964271e+00,3.158312857055475043e+00,5.096755242091129290e+00
1.404308658584394465e-01,1.068648371896572469e+00,4.350350233458837756e+00,5.112814490809764578e+00,1.443016559601542737e+00,4.573478198357810776e+00
7.368875332059507954e-01,4.175003800380256536e+00,4.310873077283831734e+00,3.589512009703364814e+00,6.481298442556759909e-01,3.666917698051350261e+00
9.739935904052721138e-01,2.713201496413728098e+00,6.463414263188716369e+00,5.020893964493200023e+00,2.360123913984875532e+00,3.850886496000809789e+00
1.374606953628692896e+00,2.226558841335883443e+00,4.536084906918948612e+00,2.919360923311211664e+00,3.324737768724703280e+00,4.296640046384645473e+00
9.134561334212309980e-01,1.667485287147869810e+00,6.142389369081913131e+00,3.062768531007111328e+00,2.202014658595704333e+00,4.618785971808339497e+00
1.866619026103522705e+00,2.292478872536272583e+00,2.841720500169948593e+00,5.234906553917108241e+00,2.794664786754914587e+00,5.147425756756276449e+00
1.633104259801359426e+00,2.762753427796641681e+00,5.131765864582555459e+00,5.857465871988729589e+00,2.506555160976090768e+00,3.996163435196684155e+00
1.324878387914065758e+00,2.190355889470889661e+00,5.551554575586738594e+00,3.966414991292594117e+00,3.305346553707455115e+00,4.761999875567005880e+00
7.009225650276491582e-01,3.722076857472210953e+00,1.268126304201460552e+00,3.186596473706951205e+00,3.203226745734886194e+00,5.470506899650678712e+00
2.011620172058067979e+00,2.642467255717477315e+00,7.380828735464064039e+00,2.712858408512165198e+00,1.893025528295057214e+00,5.678565278369753777e+00
1.429086115943686952e+00,3.165210892523406372e+00,6.597819306590485766e+00,2.890548565502771172e+00,2.392557171341260780e+00,5.266294304779413515e+00
2.871502263729136306e+00,1.336072679512717354e+00,4.756027134117648103e+00,5.542775522661305132e+00,4.685659601151433762e+00,4.866006324705262287e+00
1.788547070315873455e-01,1.816837635268976570e+00,3.020755135433706329e+00,3.038821800276514828e+00,1.639237588413303026e+00,7.029493819305379532e+00
7.039389317716826522e-01,2.172695233084954491e+00,7.282195757336022979e+00,3.802456294245500690e+00,2.958029178782425994e+00,6.987432332284154057e+00
1.635889571668968312e+00,3.922261178405969329e+00,5.131134844817163199e+00,4.201341388563027301e+00,3.456094954571945266e+00,6.190710596311179259e+00
1.006043625907198757e+00,1.778009744106795242e+00,6.809189996995032246e+00,3.546512715701889196e+00,4.698999284738588855e+00,5.473126835809480006e+00
8.868113834678554852e-01,1.512831124912546565e+00,3.848316447595939049e+00,1.768118925658400453e+00,3.313812988684894378e+00,4.441527351636124443e+00
4.163792804294086380e-01,7.225690588373360868e+00,1.687529470726682579e+00,5.443850276154249102e+00,2.930396837462837301e+00,1.938361678651317366e+00
1.170753532614381642e+00,5.389296845264008873e-01,5.086713159812291885e+00,2.474679693490073440e+00,1.852773150734315699e+00,5.981851223799942829e+00
1.170128465632271908e+00,3.794720502688736730e+00,4.242312942446738511e+00,4.891263781463860205e+00,4.490571983127242817e+00,6.004416257968932413e+00
2.165840771209624371e+00,4.309175722890601357e-01,5.654337060281346972e+00,2.961472697486308814e+00,3.374820174849246790e+00,5.741034838894082171e+00
2.095489012015359975e+00,4.633847082164814779e+00,4.418709416320980132e+00,3.602969677506083102e+00,3.947103841535416713e+00,5.474277041812968925e+00
1.880854546916147729e+00,8.436278719341654408e-01,4.697724566328836282e+00,4.213828086549157526e+00,3.776702984474250346e+00,6.816782537036974787e+00
3.084112143376512627e+00,3.764026600118330457e+00,5.079477801535715820e+00,3.258071076075684580e+00,4.138730988597304261e+00,4.392040146724145444e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.193612459708142115e+00,7.580874492456883829e+00,4.179155123750460277e+00,5.335176320387470916e+00,2.102642136117119698e+00,1.304053207092572553e+00
6.223325928699797949e+00,2.783515603586134368e+00,4.514980312725028533e+00,4.149577318742087684e+00,2.508602445983487250e+00,3.206445719322515320e+00
