VR1,VR2,VR3,VR4,VR5,VR6
1.106617859255866199e+00,3.261415405060339445e+00,7.279053310682393807e+00,6.065200502384795911e+00,5.213885585551947699e+00,5.445476468794584690e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.395748823373064162e+00,3.742125447965988894e+00,3.905274810408974062e+00,5.417286921790681831e+00,5.268171508379184687e+00,4.396550784971997139e+00
3.221611504428927741e+00,3.943167786530814567e+00,5.292395973097877793e+00,5.608798887595709104e+00,6.307690958680550075e+00,4.438495664505804683e+00
2.786166965035683507e+00,3.929103149097068481e+00,4.423389500272838504e+00,3.643703195999596023e+00,3.022852741980738500e+00,3.611550667091756317e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.557924169880300358e+00,8.481544547382688926e-01,2.953002005809554742e+00,3.892818589294133158e+00,1.339380943676816038e+00,2.729706351209569171e+00
3.194090178577490668e+00,2.044757887831755827e+00,5.345003649611046015e+00,5.727441228622779157e+00,4.447118701416819420e+00,5.570064725652628113e+00
1.384652438378965122e+00,3.959088004189521559e+00,5.579445866123221798e+00,5.830474579447901817e+00,3.722433020940654202e+00,3.597469775857708996e+00
2.821054567576655625e+00,6.755287958267485848e+00,7.437074800222229776e+00,5.180582840907616671e+00,4.177959075781319420e+00,6.438092380351102761e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.275156432049664446e+00,3.838948676436728213e+00,6.915099126901827375e+00,2.529194271890647272e+00,1.090275036326822988e+00,4.768113371809067580e+00
3.953462090667685391e+00,3.499038424762018984e+00,6.328700536283350608e+00,2.659895682176590892e+00,2.713652241253461384e-01,2.389896848274868368e+00
1.556857639620582656e+00,1.154827393317781059e-01,6.181925055215069520e+00,2.709626942043066755e+00,2.816928236318713807e+00,4.424215520496185938e+00
1.135678166877951867e+00,3.864769782054873204e-01,6.114295301187295806e+00,4.557893689354889588e+00,3.018485739706620929e+00,3.493181672399055415e+00
2.291806920314737095e+00,3.130638703675098888e+00,5.365459962502176161e+00,5.353858941443349728e+00,4.314469249086151592e+00,4.562397359815054010e+00
3.135087125605156899e+00,5.169763019644637581e+00,5.536579267260817616e+00,3.154158680641433232e+00,4.982243319828040029e+00,7.005309846929685946e+00
2.824529325148282588e+00,3.512109982069783420e+00,6.997681679741063476e+00,2.832853844478488536e+00,3.718025229660635755e+00,4.597849072163559647e+00
7.011300682650651872e-01,2.238792715493880703e+00,5.508389288164147857e+00,1.288220815119103246e+00,4.057294136741603552e+00,5.291507025118601604e+00
9.990025496903802704e-01,1.962719165544406064e+00,4.229372724702335162e+00,1.906147623618446030e+00,2.562602403296420750e+00,1.786597228685594452e+00
3.948928199881594381e+00,3.599162014680686195e+00,6.261930023109222532e+00,2.173202422394115985e+00,1.955702948989947787e+00,2.159353510798839970e+00
2.432024726051682961e+00,1.692686776515105462e+00,6.039836436513375872e+00,1.428308641966126391e+00,1.572514108110702580e+00,5.168972705007361945e+00
3.316817795265186053e+00,3.721072624601548640e+00,5.074529015886029448e+00,3.063820861349045188e+00,1.967133778306380476e+00,5.559646283275414547e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
