VR1,VR2,VR3,VR4,VR5,VR6
1.630692633184013474e+00,2.632446952018694830e+00,6.049085881293764899e+00,3.812084703181766621e+00,3.763866438945043136e+00,4.391176206905933910e+00
1.907117277641970920e+00,1.916664861007443044e+00,2.513765385439868716e+00,2.709569302263302060e+00,5.797689467961020249e-01,3.208239939101314775e+00
1.376081216158198561e+00,4.537649863658471006e+00,4.552789445011581115e+00,3.415256426057524664e+00,2.933773744082763812e+00,4.928526304565781224e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.315575233988132586e+00,2.724900497892004392e+00,2.879092599037366806e+00,2.839474456799429447e+00,4.016230102662848189e+00,4.877437284089770841e+00
7.200731151830215282e-01,1.571602315379460046e+00,3.962823939874527746e+00,3.095651056319499439e+00,2.672468728634641799e+00,5.000346074823552200e+00
4.492063458296735590e-02,2.635047209682462199e+00,3.330876128074242715e+00,3.801732675370340875e+00,1.338587552833392369e+00,1.638905503546375542e+00
7.291117853985129571e-02,2.522158431332102158e+00,6.599698139358486593e+00,5.667943284453083486e+00,2.965504590537038965e+00,2.082476919789087333e+00
1.463823649834071983e+00,3.332677969383995631e+00,3.091913320731771275e+00,4.743391663548139014e+00,3.224816652972590791e+00,8.607123645541765455e-01
2.972710252147438226e+00,2.698941183019179846e+00,5.323623416020506482e+00,4.423537955677102396e+00,2.655558812097022603e+00,5.751750485988658568e+00
3.166249344310531733e+00,3.499766343854974870e+00,3.796604291540793152e+00,4.888457825250873690e+00,2.929145958826560037e+00,5.336154933756784402e+00
2.377302171311746370e+00,2.283152585530311196e+00,5.285674632361916814e+00,4.461503387709922386e+00,3.043251619476111003e+00,5.082800412528291290e+00
1.151303377258915628e+00,2.837942633740910381e+00,1.764919448867882323e+00,3.883969608779512139e+00,2.218977824688925793e+00,4.779678464505497715e+00
