VR,SS,ANX,INT
2.751894048487559807e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.151734117069249663e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.615171241095693100e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.514014478178402179e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.009505915047216318e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.820700562988969873e+00,1.674193831351287631e+00,3.017640167993123068e+00,2.063208038887949236e+00
3.218071472359093743e+00,1.392367606210869191e+00,1.666258631967108661e+00,2.083043738419579238e+00
2.980994381691705719e+00,1.473758370008285024e+00,2.512951324028841249e+00,2.299729454601821210e+00
1.719900269250951297e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.250027898988212094e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.757609342899468796e+00,1.286555301932168494e+00,2.105294217451916250e+00,1.824967741710989522e+00
4.856284368191710499e+00,1.185109236005777555e+00,2.324528023001202648e+00,2.395630431329896393e+00
3.923537581775474514e+00,1.501231379430045143e+00,1.786834680277267884e+00,2.028930643050546045e+00
3.965618086539987708e+00,1.339997538879806438e+00,2.280562603784367148e+00,2.325898568906343833e+00
2.343536342977857068e+00,1.228345979517963871e+00,1.988993936007926955e+00,2.217855676856242741e+00
4.578549309014841917e+00,1.420269806844041582e+00,1.203578336596380804e+00,1.803807673448993176e+00
4.469706347910314292e+00,1.244163142735712269e+00,1.856679001874392831e+00,2.471282601030536874e+00
5.000000000000000000e+00,1.269237395245631062e+00,1.675320369992717273e+00,2.417056963178692897e+00
3.264017859416707523e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.800669564805700062e+00,1.094960314227815257e+00,3.069834060664491382e+00,2.224145817931931557e+00
1.708082040849719485e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.900233880234289296e+00,1.267170117390146178e+00,1.707422219259070895e+00,3.136128389432928376e+00
1.971553437992775049e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.475949647893429528e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.347071815661069039e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.048776046499253045e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.677066629704686562e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.576614006188822081e+00,1.009654364823295625e+00,1.785615965110989301e+00,1.904033422474331827e+00
2.619636789157947732e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.974688678815219589e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.831779741703029707e+00,1.169424243669274777e+00,1.630209679458328287e+00,1.804264622132767837e+00
2.387274201471428103e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.827134514407637411e+00,1.131286322445074433e+00,1.965591940820416994e+00,1.762649271013188468e+00
2.407752712705737430e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.798676036374255327e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.428769700011626842e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.375953304285792989e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.927678655061757951e+00,1.027241052990437220e+00,1.751135905941118676e+00,1.694288208578465849e+00
1.464672548589676326e+00,1.053619245400079230e+00,1.783726872283780462e+00,1.967830805119752169e+00
4.510369973363526519e+00,1.553803499975327629e+00,3.120265369590029536e+00,1.756523913085618283e+00
3.840215126642342547e+00,1.753623664568587204e+00,1.265023586753060592e+00,1.726044670999592689e+00
4.119015388385872889e+00,1.430773980294622438e+00,1.264751450682958911e+00,2.897512781630953604e+00
2.228432863008385834e+00,1.540928938865109732e+00,3.177624395950140013e+00,1.753803697752076785e+00
8.267808398051330609e-01,1.277003421083861001e+00,1.430247505444387057e+00,2.390289256666346063e+00
2.088349765198406871e+00,1.519104940489710787e+00,2.370451184925632671e+00,1.737622827828281036e+00
2.430205048545497792e+00,1.718881725194220778e+00,2.483981444581472076e+00,1.603468794655054985e+00
6.935818724695517190e-01,1.467749396066439616e+00,1.883349140375328412e+00,1.486876789938761600e+00
4.994147061601207582e+00,1.684901506515036562e+00,2.152269555652702948e+00,2.211236106054611295e+00
4.248872982601401560e+00,2.286514831930134051e+00,2.001868839207829875e+00,2.123967270683450259e+00
2.182350877372826403e+00,2.073222558962982909e+00,1.772205437531444883e+00,1.529063916290201774e+00
5.000000000000000000e+00,1.983916420552995108e+00,1.621325291198566720e+00,2.706226445816763970e+00
2.359942238055053210e+00,2.691387683303346989e+00,1.342447837625048823e+00,2.156090305012443586e+00
3.471230396443427235e+00,2.051002445818629116e+00,2.103588600331345315e+00,1.962260330191274660e+00
1.690932200694776899e+00,1.002793028287396027e+00,1.729226614092727932e+00,1.966332491342550171e+00
4.823887845531833918e+00,1.222748353428145585e+00,2.007204686958962370e+00,1.410442758990758882e+00
3.571220692122444973e+00,1.468815043884350580e+00,1.784800914167047337e+00,2.506685886220165749e+00
2.334266334484952576e+00,1.590029093472435040e+00,1.549889212244354830e+00,1.518994420441187376e+00
2.381240365634153200e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.614175079929362155e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.524620945329803856e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.468594441382448768e+00,1.224514699892728542e+00,2.291813320868301140e+00,2.283886968484631019e+00
2.704271105311588652e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.170931633662250171e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.403102770809427025e+00,1.277272780371862204e+00,2.352607850180117310e+00,2.297259720446445996e+00
3.080685291525661729e+00,1.336977245132638936e+00,2.240448808819499593e+00,2.219990510353131885e+00
2.057289864075231289e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.351594567241083844e+00,1.476069298955378972e+00,2.446277198906352979e+00,1.721547865138254751e+00
4.196891364734346652e+00,1.214240508803918095e+00,1.613178584273642802e+00,2.460071197521118247e+00
1.819839694595205337e+00,1.283283552711005138e+00,1.886755169156619116e+00,2.590440797387106642e+00
3.092158430950784798e+00,1.885355677746156422e+00,2.062954024128810016e+00,2.459317218214851941e+00
3.053858748182616711e+00,1.479486954252730913e+00,2.435459545546003746e+00,2.097163242088277979e+00
4.414826719267356481e+00,1.181617626139965127e+00,1.475845111650220920e+00,2.714983842160689775e+00
2.403658591734171512e+00,1.183663553485666764e+00,1.789137252236304709e+00,2.145010181822570416e+00
2.338658503994077709e+00,1.334971021534447910e+00,1.594190630087660265e+00,1.559416623375805777e+00
