VR,SS,ANX,INT
2.648309515235735212e+00,1.124016256087196464e+00,2.654500736854949583e+00,2.990057498418211335e+00
3.448986001171195248e+00,1.127492691270985947e+00,3.072401958014940426e+00,3.233212245889111269e+00
3.496355783117429894e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.649100014269326842e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.759707299983647388e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.273696975405555598e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.102095070431047041e+00,1.102793973189361454e+00,2.970509079103762495e+00,2.652349846030877423e+00
3.184694577680936778e+00,1.146897697154330764e+00,2.521877244703818022e+00,3.021664398304921839e+00
3.340096080450227767e+00,1.146650724485492434e+00,3.741005525952060484e+00,3.017486330954989526e+00
4.664398628867306940e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.759725077764538792e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.987544068199440961e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.079520168839471772e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.346564891714074896e+00,1.261615195669184120e+00,3.046771747153861565e+00,3.008470585070096792e+00
3.429346071915849059e+00,1.153617109291984022e+00,3.355082432414631555e+00,2.924379021236535259e+00
4.238640338115810202e+00,1.032188593864248993e+00,3.422422680685783813e+00,2.533336610891608665e+00
2.664306443366768029e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.533643082671250824e+00,1.025599460979911504e+00,3.208276372567040902e+00,2.961935343199258774e+00
2.607218591426680998e+00,1.082034618204641863e+00,2.846852945936504842e+00,2.643675053841647582e+00
2.765928708239945966e+00,1.120582062815988156e+00,2.660848172614394436e+00,3.232655943938717247e+00
3.234453800787222555e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.294231047370139720e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.764272088077857070e+00,1.142259039054817071e+00,2.444149017595274476e+00,3.041676052084012483e+00
3.239654344794349328e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.003879625134742604e+00,1.222620019697509219e+00,2.454446230728828393e+00,2.754496287026851675e+00
4.528595959083085098e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.770104356932567402e+00,1.013128605765304613e+00,2.635611888434169714e+00,2.719042144258748905e+00
3.237773104239753952e+00,1.220339623579704824e+00,2.845695368290385385e+00,3.610017571099895850e+00
4.044180187052513809e+00,1.134607267867523639e+00,3.128693523109761898e+00,3.100932295164885666e+00
3.016894567481099187e+00,1.071769204710011580e+00,3.059073336555271805e+00,2.622088741343490792e+00
3.246187589221762870e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.666633761210303710e+00,1.092763429736864911e+00,3.485556447391106261e+00,2.885923977581172029e+00
3.288578383422064544e+00,1.028447086335876781e+00,3.157052354409530803e+00,3.070675243136721022e+00
1.725308066354908965e+00,1.122773612226212636e+00,2.845470188365274211e+00,3.196107210778647012e+00
3.078746281780593730e+00,1.138896751981839373e+00,2.932348473082101226e+00,2.999279559447548760e+00
3.557644880529198250e+00,1.237174726511068634e+00,2.920916978601753922e+00,3.036268173098298551e+00
3.482632538438891423e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.711859122232923802e+00,1.015206425830834425e+00,2.785032497063129497e+00,2.995186421152479905e+00
2.918644130360930511e+00,1.063339263705720850e+00,2.982918926610553356e+00,3.014617077684951685e+00
3.275278079227204486e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.340907667430638384e+00,1.178384571539003112e+00,3.399190871655811019e+00,3.242844213910965223e+00
5.000000000000000000e+00,1.324577608569895704e+00,3.774493247420089403e+00,3.139167470535096705e+00
2.357067273078192304e+00,1.153244635032138143e+00,3.489400411195599183e+00,2.714332914611472525e+00
3.893358739970460114e+00,1.254098391082845598e+00,3.242289052054523779e+00,2.983274949903467643e+00
2.707060189489481683e+00,1.433239116327061913e+00,3.248267227651577826e+00,3.013012974629696306e+00
3.582736478854765760e+00,1.095734867492651921e+00,3.368921715223482050e+00,2.934661705811403731e+00
3.712106442883504442e+00,1.286971879530453000e+00,3.531567306584324939e+00,3.083770745083048048e+00
2.576485679709416665e+00,1.238967766310743457e+00,2.968857145256184271e+00,3.168058341238409348e+00
2.728375665023087926e+00,1.174087582833152288e+00,2.769658939048096347e+00,3.063110511850170692e+00
2.798071271962878193e+00,1.166910495503855838e+00,2.577485424349703180e+00,2.741215458691509621e+00
3.986570628663111293e+00,1.059790841431718977e+00,2.745748058007066561e+00,3.185615956602377619e+00
3.714164004530650764e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.073276408180838359e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.553533740462716750e+00,1.270970181706698288e+00,3.147874820906547022e+00,2.919993569710914283e+00
3.342932972382651524e+00,1.071187673300588505e+00,2.679379777476692759e+00,3.304393510081501617e+00
3.458608530739835540e+00,1.182465179421890999e+00,3.316599521145824792e+00,2.859089000166064931e+00
1.945302485849486285e+00,1.307898934777925071e+00,2.793300648807927722e+00,2.746883632272953513e+00
4.129368365573965249e+00,1.032899222198232270e+00,2.681539038301524513e+00,2.715353338141373030e+00
2.999024864742903418e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.143073881269330183e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
